"[융합된 인재, ***] 저는 소프트웨어와 하드웨어 지식을 같이 쌓아 성장해 왔습니다.1) SW역량학부 수업 중 리눅스 기반으로 한 채팅 프로그램 만들기가 첫 프로젝트였습니다. 수업 때 배운 소켓 프로그래밍을 이용해, server를 통해 client들끼리 접속하여 채팅할 수 있는 프로그램을 완성했습니다. 그런데 기존 채팅 앱 기능을 가지고 있다면 어떨까라는 궁금증으로 평가 기준에 없던 ban 기능, 파일전송 기능을 추가하여 우수한 성적을 받을 수 있었습니다. 간단했던 프로젝트가 저의 관심을 유발했고, 헤매던 진로를 소프트웨어로 선택할 수 있게 하였습니다. 그래서 학부 과정 동안 gcc언어를 비롯해 어셈블리어, OS 수업을 선택해 들어 저의 프로그래밍 역량을 키웠습니다.2) HW역량저는 SW 지식뿐만 아니라 HW 지식까지 겸비하려 노력하고 있습니다. 3학년 초, IoT분야에 관심이 가고 흥미가 있어 졸업 프로젝트 분야까지 선택했지만, 하드웨어 지식이 부족했습니다. 그때 전자과 서동진 교수님의 피라미드 스터디에 참가하여 임베디드 시스템의 기초를 공부하였습니다. 회로 기판에 MCU를 장착해 센서들을 제어하는 회로를 직접 구성하고 OpenCV를 이용해 프로그램까지 구성하는 것을 배웠습니다. 이를 통해 IoT의 관련된 하드웨어의 원리를 알게 되고, 진로에 대해 구체적으로 정할 수 있었습니다.[헬피, Creative idea로 1등을 꿰차다]1년 동안의 결실을 맺기 위해, 3학년 겨울방학 때, 실제로 아이템을 만드는 IoT 주제인 해커톤 대회에 도전하였습니다. 저는 SW개발자로 참여해 팀장을 맡으며 5명과 한 팀을 이뤘습니다. 혁신적인 아이디어를 위해 저희 팀은 다음과 같은 기획을 구상하였습니다.1. 사업명 : Health + Pee(소변) = 헬피2. 개  요 : 소변을 분석할 수 있는 센서를 달아, 데이터 분석 후 사용자에게 정보 전달3. 목  적 : 주기적으로 소변 검사를 해야 하는 신장병 환자나 가족4. 수익원 : 기기 값과 질병과 관련된 병원 광고기획 후, 팀장으로서 각자의 역량을 조사했습니다. 그리고 역량에 맞게 SW/HW 개발, 웹 서버 구축, App 구현, 3D 프린터로 각각 분야를 나눴습니다. 그 중, 저는 아두이노 SW/HW 개발과 웹으로 데이터를 전송하는 프로그램을 구성하였습니다. 발표 때, 확실한 타겟 층과 구체적인 프로토타입에 대해 호평을 얻어, 대상인 ‘중소기업청장상’과 특별상인 ‘UTC 기술혁신상’도 받았습니다.이 대회를 통해서, 보는 시각을 조금만 바꾸면 새로운 아이디어가 탄생할 수 있다는 것을 배웠습니다. 그리고 팀원과의 협업을 통해 무에서부터 기획, 제품구현, 마케팅 전략까지 세웠던 것은 공학도로서 새로운 경험을 느끼게 해주었습니다.학부 동안 진로를 찾기 위해 많은 고민을 하였습니다. 고민 끝에, 저의 흥미를 실력으로 쌓기 위해 SW와 HW부문을 함께 노력했습니다. 이제는 삼성 LSI 사업부에 입사해 모바일 헬스케어와 관련된 소프트웨어 설계를 하여 저의 역량을 한층 더 발전시키고 싶습니다.                         1,539자2,513                    "
"저는 어린 시절부터 기계나 장치, 전자제품 등을 분해하고 다시 조립해 보거나, 기존의 것을 이용하여 새로운 것을 만들어 보는 것을 좋아하였습니다. 하나의 예로, 저는 선풍기의 부품을 오디오에 결합한 적이 있었습니다. 잠자기 전에 음악을 듣다가 잠드는 것을 좋아하는데 중학생 시절 제 방에 있던 오디오는 SNOOZE 기능이 없어서 항상 아침까지 음악이 흘러 나왔습니다. 방법이 없을까 생각을 하던 중 선풍기의 타이머가 생각이 났습니다. 그래서 고장난 선풍기를 분해하여 타이머 장치를 떼어내었고, 멀티탭에 타이머 장치를 연결해서 멀티탭 자체가 타이머 기능을 할 수 있도록 개조하였습니다. 원시적인 생각으로 만들어낸 장치이지만 꽤 유용하였습니다. 오디오, TV 등에 이용할 수 있을 뿐만 아니라 드라이기, 다리미 등을 사용할 때도 이 멀티탭을 이용하면 혹시 모를 화재예방에 도움이 되었습니다. 또한 저는 초등학교시절 과학의날 행사 때면 라디오킷트 만들기 대회에 나가곤 했습니다. 손바닥만 한 기판 위에 그 당시에는 뭔지도 잘 몰랐던 트랜지스터, 다이오드, 저항 등을 설계도를 따라서 납땜하여 라디오를 완성하였습니다. 손톱보다도 작은 수십 개의 부품들을 조립하니 시중에 판매하는 라디오처럼 작동을 한다는 것이 매우 신기하였고 흥미로웠습니다. 이렇게 어린 시절부터 무언가를 만들고, 개조하는 것을 좋아했던 저는 막연하게 과학자, 기술자, 엔지니어가 되어서 생활에 편리한 것들을 만들고 싶다는 꿈을 가졌습니다. 어렸을 때 저의 흥미와 꿈 때문에 기계과나 전자과를 가고 싶었던 저는 고3 담임선생님의 권유로 신소재공학과에 진학하게 되었습니다. 하지만 1,2학년 때 신소재공학과에서 배우는 내용은 제 관심과는 너무 달랐고 전혀 흥미롭지 않았습니다. 때문에 공부에 소홀하게 되었습니다. 그런데 3학년 1학기 때 최창환 교수님의 ‘전자소자재료’라는 과목을 들으면서 모든게 달라졌습니다. 이 과목은 반도체소자에 대해서 다루었는데, 대학에 와서 처음으로 흥미를 가지고 열심히 수업에 임하게 되었습니다. 어린 시절 라디오를 만들 때 작은 부품이었던 트랜지스터가 어떻게 만들어지는지, 그 원리가 무엇인지를 배우는데 무척 흥미 있게 수업을 들었습니다. 자동차, 전자제품 등 눈에 보이는 것들에만 관심이 있었는데, 맨 눈으로는 잘 보이지도 않는 수십 나노미터 스케일에 엄청난 기술들이 집약되어있다는 것을 새로 알게 되었습니다. 또한 교수님께서 반도체 기술동향이나 업계동향 등도 틈틈이 이야기해 주셔서 반도체분야에 관심을 갖게 되었습니다. 그 후로 ‘전자소자재료2’, ‘반도체공정’등의 반도체 관련 수업을 들으면서 ‘아! 이거다.’라는 확신을 갖게 되었고 반도체업계로 진로를 정하게 되었습니다.                         1,348자2,318                    "
"[사별삼일 즉당괄목상대(士別三日 卽當刮目相對)] ‘선비가 헤어진 지 사흘이 지나면 마땅히 눈을 비비고 다시 본다‘는 뜻으로, 중국 오나라의 장수 여몽이 했던 말입니다. 학식이 없던 그는 손권의 조언을 받아 자신의 부족함을 채우기 위해 지략을 갈고 닦아 결국 관우를 격파하는 큰 공을 세웁니다. 저 또한 여몽과 같이 학식을 갈고 닦아 크게 성장한 경험이 있습니다. 대학교 2학년 1학기에 학생회와 동아리 활동을 하며 학업에 대한 집중도가 떨어진 시기가 있었습니다. 친한 선배님과 술자리를 가진 적이 있는데, 선배님은 “대외 활동도 중요하지만, 결국은 전공이 가장 중요하다”고 조언해 주시며 자신이 전공 역량을 발전시켰던 경험을 말해주셨습니다. 저는 그 선배님을 롤 모델로 삼고 따르게 되었습니다. 선배님의 추천으로 임베디스 소프트웨어 연구센터에서 주관하는 학부생 연구개발 프로젝트에 참가한 것은 제가 성장하게 된 가장 큰 전환점이었습니다. 프로젝트의 주제는 ‘ESL(전자가격표시기)을 이용한 실내 위치 인식 서비스 개발’이었고 ESL을 이용해 실내 모바일 사용자의 위치를 1m 이내의 오차범위로 추정해내는 임베디드 시스템 및 알고리즘을 개발하는 것이 주요 내용이었습니다. ESL은 Tag Manager와 실시간으로 Zigbee 통신을 하며, 매장 내 상품 개수만큼 설치가 되므로 GPS 난청 지역인 실내나 지하에서 측위 매체로 사용하기에는 안성맞춤이라 생각하여 주제를 선정하고 개발하게 되었습니다. 각각의 ESL에 ID와 좌표를 부여하여, 사용자의 위치에서 각각의 ESL 신호를 수신하였을 때의 수신 신호 세기와 ESL의 위치를 이용해 사용자의 위치를 추정하였습니다. ESL에 대한 정보를 담기 위한 ORACLE 데이터베이스를 구축하였고, 이를 클라이언트에게 제공하기 위해 서버를 만들었습니다. 클라이언트는 안드로이드 어플리케이션으로 개발되었는데, 고객이 실내 매장에서 위치 정보를 활용한 다양한 서비스를 이용할 수 있도록 하였습니다. 또한, 스마트폰에서는 Zigbee 신호를 직접 수신할 수 없으므로, 이 신호를 Bluetooth 신호로 변환해주는 Zigbee-Bluetooth 변환 모듈을 개발하였습니다. 정확한 알고리즘을 찾기 위해 40여 개의 ESL을 놓고 수백 번의 테스트 거치며 알고리즘을 수정하고 최적의 알고리즘을 찾아내었습니다. 시스템 전체의 기획에서부터 개발까지 모든 과정을 외부 도움 없이 팀원과 직접 고민하고 해결하였습니다. 수업시간에 책으로만 배웠던 지식을 접목한 대형 시스템을 개발하며 컴퓨터공학의 모든 과목에 대한 이해가 깊어졌습니다. 이 시스템을 바탕으로 논문을 작성하고 한국정보처리학회에서 논문 발표를 하여 기술에 대한 검증을 받았으며 두 건의 특허 출원을 하였습니다. 저의 부족함을 깨닫고 주야장천 노력하여 하루가 다르게 성장하고 있습니다. 입사 후에도 꾸준한 자기계발을 통해 괄목상대하는 인재가 될 것입니다.                         1,447자2,435                    "
"[라오스팀의 막내리더]2012년, 교내 프로그램을 통해 17박 18일간 라오스에서의 해외봉사 경험이 있습니다. 팀에서 막내였던 저는 15명의 팀을 이끄는 리더를 맡았습니다. ‘똘똘 뭉친 팀워크로 하루하루 뿌듯함을 안겨줄 수 있는 팀의 막내리더가 되자!’ 는 목표를 세우고 팀원이 최적의 상태에서 봉사에 임할 수 있도록 효율적으로 계획을 짜고, 팀의 불협화음을 사전에 방지하기 위해 일과 후 미팅을 통해 팀원 개개인의 말에 귀 기울였습니다. 가장 어려웠던 것은 일과를 마친 후 모두가 지친 상태에서 다음날을 위한 미팅을 여는 것이었습니다. 활동의 효율을 높이기 위한 미팅인 만큼 참여하고 싶은 미팅으로 만들기 위해 날마다 새로운 미팅분위기를 만들어 적극적인 참여를 유도했습니다.첫째, 촛불을 이용한 분위기미팅으로 팀원의 관심을 얻었습니다. 따뜻한 분위기 속에서 그날의 느낀점과 아쉬웠던 부분, 서로를 이해하는 시간을 가지며 다음날의 활동을 계획할 수 있었습니다.둘째, 시원한 LAO맥주와 함께 야외미팅을 열어 미팅의 재미를 높였습니다. 미팅장소를 야외로 바꿔 화기애애한 분위기 속에 팀원의 생각이 자유롭게 오고 갈 수 있었습니다.셋째, 15분을 넘기지 않는 빠른미팅을 통해 미팅참여도를 높였습니다. 봉사로 인한 피로를 줄이기 위해 단시간 적극적인 참여를 유도하여 미팅의 효율을 높일 수 있었습니다.비록 팀의 막내지만 리더로서 목표달성을 위해 끊임없이 고민했고 팀원들의 고충을 사전에 해결함으로서 교내 9개의 해외봉사팀 중 최우수팀으로 선정되는 뿌듯함을 안을 수 있었습니다. 최우수팀과 함께할 수 있었던 열정을 지점의 RC분들과 함께하여 최우수지점의 성취감을 느끼고 싶습니다.[텍사스의 아시안몬스터]2014년 한해, 미국 텍사스의 교환학생 시절 자연스레 텍사스 문화에 녹아들고자 하루 3시간씩 근력 운동을 하며 몸을 키워나갔습니다. 미국인들과 함께 땀 흘리며 운동을 배워나가고 싶었지만, 처음에는 상대적으로 체형이 왜소한 아시안이었기에 잘 받아주지 않았습니다. 미국 50개 주 중, 텍사스는 보수성향이 강한 주였기에 인종차별발언을 겪기도 했습니다.하지만 특유의 넉살과 리액션으로 백인 친구는 물론 흑인 친구들의 마음마저 얻으며 인정받기 시작했고 3개월 후 앤젤로 주립대 4대 Hot Body 중 아시안 대표 타이틀을 얻게 되었습니다. 이는 낯선 곳에서도 굴하지 않고 끊임없이 성취하고자 하는 노력의 결과라고 생각합니다. 불타는 열정을 가지고 도전이 성취로 이어지게 만들 줄 아는 삼성화재의 인턴사원이 되겠습니다.                         1,268자2,161                    "
"[인간관계는 혼자 고민하지 마라]저에게 가장 어려웠던 경험은 아르바이트를 하면서 겪은 인간관계였습니다. 대학교 3학년을 마치고 휴학을 하면서 평소에 동경을 가졌던 에버랜드 아르바이트를 시작하게 되었습니다. 초반에는 적은 인원이 근무를 하다 보니 팀 분위기가 유기적이고 좋았습니다. 하지만 시즌이 다가오고 아르바이트생도 50명 이상 더 들어오면서 팀은 복잡해졌습니다.파트장을 맡아 근무를 관리했던 저는 동료들의 근무 시간에 대한 불만과 동료들 간의 편 가르기에 많이 지쳐있었습니다. 저 역시 기존 임무에 근무까지 관리했기에 심신이 많이 지쳐있었고, 인간관계에도 회의가 들었습니다.하지만 함께 일해야 하는 동료였기에 저는 분위기 전환을 위한 아이디어를 생각했습니다. 마침 전 부서가 함께 공연을 하는 행사를 며칠 뒤 개최한다는 소식을 듣고 공연 기획을 하기로 하였습니다.처음에는 참가자 선정부터 무대 구성까지 모든 일을 혼자 했지만 일과 병행해서 하니 많이 힘들었습니다. 그래서 음악, 춤, 무대기획에 경험이 있는 동료들과 모여서 회의를 했습니다. 덕분에 공연 곡 선정부터 무대 안무까지 제가 생각하지 못한 아이디어들이 많이 나왔습니다. 그 중 댄스공연이라는 주제를 선택한 후 저희는 다 함께 무대를 준비했습니다.행사기획, 의상대여, 안무, 소품 준비, 연습실 대여 등 공연에 필요한 전반적인 준비는 만약 혼자 했다면 제대로 하지 못할 만큼 각자가 맡은 일을 완벽하게 소화해주었습니다. 공연은 성공적으로 마쳤고 저희 팀은 인기상을 수상하였습니다. 또한 공연을 통해 모두가 서로 친해질 수 있는 계기가 되었습니다.이전에는 혼자 모든 일을 맡는 것이 최상의 결과라 생각했었지만 다른 사람과의 협업은 아이디어 공유는 물론, 사이를 더욱 가깝게 만든다는 것을 배웠습니다. 어려움을 극복해 냈던 인화력으로 영업관리 네트워크를 구성하여, 입사 후 팀워크를 통한 FC들과의 하모니로 삼성생명의 오케스트라가 되겠습니다.                         974자1,676                    "
"[거울은 먼저 웃지 않습니다.]긍정적이고 적극적인 성격으로 삼성물산의 성공적인 영업인이 되도록 도전하겠습니다. 어렸을 때부터 부모님께서는 항상 웃음을 강조하셨습니다. 외출 전 거울을 보며 일부러 웃는 연습을 하였습니다. 항상 웃는 습관 덕분에 모든 일을 긍정적으로 받아들일 수 있게 되었고, 적극적이고 도전적인 성격을 가지게 해주었습니다. 이러한 저의 성격은 대학교 시절 한인 학생회 복지국장, 해외 자원봉사 팀장, 교환학생 등의 다양한 경험으로 발전될 수 있었습니다. 또한, 조직 내에서의 다양한 경험을 통해 사람들과 유연하게 소통하고 원만한 대인관계를 유지하는 방법을 배웠습니다.[500달러의 원가절감을 이뤄낸 Negotiator]기존의 거래방식에서 벗어나 새로운 방식을 제안하였고 이를 통해 500달러의 원가를 절감하였습니다. 지난해 지역 상권의 부흥을 목표로 홍보용 상품들을 기획하고 판매하는 회사에서 인턴했습니다. 새로운 홍보용 티셔츠의 제작을 계획하였고 제작 과정에 참여하였습니다. 홍보용 티셔츠를 제작하기 위해 1,000장의 무지 티셔츠가 필요했습니다. 합리적인 가격으로 구매하기 위해 온라인과 오프라인을 통해 무지 티셔츠들의 정보를 수집하였습니다. 가장 인근에 있는 오프라인 업체는 장당 2.2달러에 판매 중이었고 온라인 업체는 장당 1.7달러에 판매 중이었습니다. 하지만 온라인 구매는 불확실한 배송기간으로 인해 자칫 프린팅 업체와의 약속기일을 못 지킬 위험이 있었고, 오프라인 구매는 주어진 예산을 초과하는 문제가 발생하였습니다.제가 선택한 방법은 오프라인 업체를 직접 방문하여 협상하는 것이었습니다. 두 회사가 서로 win-win할 수 있는 방안을 제시하였습니다. 홍보용 티셔츠에 티셔츠 업체의 로고를 넣어 홍보해줄 것을 약속하고 그 대신 인터넷 가격과 같은 가격인 1.7달러에 판매할 것을 약속받았습니다. 새로운 거래 방법을 제시한 결과, 500달러의 원가를 절감하였고 기업의 이윤을 창출했습니다.티셔츠의 구매과정을 통해 `도전정신`을 키웠습니다. 회사의 이윤을 창출하기 위해 기존의 방식에서 벗어난 새로운 구매 방식에 도전하였습니다. 다소 무모해보일 수도 있는 방법이었지만 `해보자! 할 수 있다!`라는 자세로 도전한 결과 500달러의 원가를 절감할 수 있었고 이는 회사의 이윤으로 직결되었습니다. 삼성물산의 일원이 되어서도 항상 도전적인 자세로 업무와 관련된 다양한 경험을 시도하여 회사의 매출 극대화에 기여하겠습니다.                         1,227자2,090                    "
"전역하고 첫 설계 과목에서 C-성적을 받았습니다. 진로에 대해 고민할 정도의 충격이었습니다. 학기가 끝나고 수업시간에 배운 것들을 다시 한 번 살펴보았지만 내용이 와 닿지 않았습니다. 다음 학기에 역학과 구조해석 설계생산 수업 위주로 들으면서 ‘설계, 해석(역학), 생산’이 일련의 과정이라는 것을 알게 되었고, 설계에 대한 중요성을 인식할 수 있었습니다. 현재는 터빈 블레이드 내부에 냉각유체의 열전달 효율을 향상을 위해 가이드 베인의 구조를 변경해가며 열효율해석 과정을 진행하고 있습니다. 생산을 위한 설계와 그 설계에 대한 해석에 지금까지 흥미를 갖고 있어 기술직에 지원하게 되었습니다.창의설계(3)과목을 수강하면서 실제 제품의 설계 및 제작에 대한 능력을 키울 수 있었습니다. 일정이 빡빡하여 모든 것을 완벽히 해결 해 나갈 수는 없었지만, 그 과목에서 조장을 맡아 개개인의 역할과 일정 조율을 하는데 애쓰면서 필연적으로 발생하는 이견들을 하나로 모으는 데 힘썼습니다. 발명에 대한 능력도 키울 수 있었습니다. 새로운 것에 대한 호기심에서 출발 한 것이 실제로 나오는 과정을 겪으면서 개발에 대한 흥미도 느낄 수 있었습니다. 학기말에 우수 팀으로 선정되었고, 실제로 특허명세서를 작성하여 현재 특허신청을 한 상태입니다.외국인들과의 의사소통능력을 기르기 위해 1년간 교환학생과 언어교류를 하였습니다. 일본사람과 미국사람을 한 학기동안 만나면서 단순히 언어능력뿐 아니라 그 문화에 맞는 의사소통능력을 기를 수 있었습니다. 특히 영어가 부족하다고 느껴 꾸준히 텝스 공부를 하여 1년 사이에 집단 내 백분율 25%위로 상승하였고, 스피킹 능력을 기르기 위해 미국드라마를 반복적으로 시청하면서 대사를 따라하는 연습을 하고 있습니다.이처럼 설계에 대한 흥미를 갖고 있기 때문에, 누구보다도 즐겁고 열심히 직무를 수행해 나갈 수 있다고 생각합니다. 또한 국내외 어디에서든 의견소통을 통하여 팀 내 필요로 하는 구성원이 될 거라고 생각합니다.                         992자1,703                    "
"[아무것도 모르는 막내가 회장이 되다.]밴드 동호회에 들어간 지 4개월이 채 안 되었을 때, 세대교체를 명목으로 50명의 동호회원 대부분이 대학원생 형들로 이루어져 있는 밴드 동호회의 막내 회장을 맡았습니다. 당시 리더의 자리였지만 아직 저를 누구인지조차 모르시는 형들이 많았습니다. 그래서 저는 연주실에 거의 살다시피 하며 얼굴 알리기에 노력했고, 합주가 끝나면 형들과 같이 맥주를 마시면서 여러 가지 이야기에 귀를 기울이려 노력했습니다. 그렇게 이야기를 들으며 구조변경, 지하실 통신문제 등 개선했으면 하는 사항들이 있으면 일주일이 되기 전에 꼭 해결하는 노력을 했고, 점점 저를 좋게 봐주시는 형들이 많아지면서 더욱더 용기를 냈습니다.[‘삼고초려’로 소음문제를 해결하며 얻은 노력의 가치관]자신감을 얻으며 회장 역할에 적응해 갔고, 더욱 책임감이 생겼습니다. 그래서 동호회에서 오랜 기간 해결하지 못했던 큰 문제에 도전하고자 마음을 먹었습니다. 그것은 지하 연주실 위층 식당과의 소음갈등이 심각했고, 오랜 기간 서로의 감정의 골이 깊어 대화조차 단절된 문제였습니다. 저는 먼저 끊겼던 대화를 다시 시작해야 한다고 생각하여 자주 식당을 찾아가 정중히 대화를 요청했습니다. 처음 몇 번은 대화를 거절당하기도 하였지만 포기하지 않고 꾸준히 찾아갔습니다.그렇게 찾아가던 어느 날 평소 화내는 모습만 보이셨던 주인아주머니께서 하소연을 하셨고, 저는 묵묵히 들어드렸습니다. 그렇게 이야기를 들으며 그제야 식당의 입장에 진심으로 공감할 수 있었습니다. 그 다음 날, 동호회원들과 모여 주인아주머니에게 진심으로 사과를 드리며 저희가 할 수 있는 최선을 다하겠다고 약속하고 그것을 하나하나 실천해나가기 시작했습니다.그 이후 소리가 증폭되는 환풍로를 이불로 막고, 식당 모든 의자에 고무캡을 씌워 진동을 줄였습니다. 그리고 가장 진동이 많이 울리는 드럼과 베이스에는 작은 규모지만 바닥에 방진 장치도 직접 설계하여 설치했습니다. 작지만 이런 꾸준한 노력들은 주인아주머니의 마음을 여는 데 큰 도움이 되었고, 임기가 끝나갈 무렵에는 식당이 방음공사의 일부 비용을 지원해주기로 합의를 하는 성과를 이룰 수 있었습니다. 이 일을 계기로 저의 평소 가치관이던 ‘포기하지 않고 한 노력은 반드시 결과물로 돌아온다.’ 라는 보편적인 말을 진정으로 믿고 실천할 수 있게 되었고, 이후로도 이러한 가치관을 지켜오고 있습니다.                         1,212자2,080                    "
"[단순 암기보다는 실전!]2001년 5월, 아버지께서 중국 **로 발령을 받으셔서 가족 모두 중국으로 이사하게 되었습니다. 유치원 때부터 친하게 지냈던 친구들, 항상 예뻐해 주셨던 친척들과 지인들과 떨어지고 새로운 환경에서 살아가야 했습니다. 중국에 도착해서 새로운 언어와 문화를 경험하고 공부를 하는 것이 힘들었습니다. 당시에 다행히 우리나라 친구들이 많은 학교에 다녀서 친구들의 도움을 받았습니다. 하지만 학교에 가서도 친구들의 도움 없이는 아무것도 하기 힘들었고, 어린 나이에 저 때문에 고생하는 친구들에게 미안하기도 하고 눈치도 보여서 스트레스도 많이 받았습니다. 방과 후에 집에서 기초 중국어책을 보며 암기를 하였습니다. 하지만 중국 사람 앞에 서서 대화를 하면 머리는 하얘져서 암기는 효과적이지 않았습니다. 이때 부모님께서 저에게 특별한 조언을 해주셨습니다. 그리고 저는 특별한 과외를 시작하였습니다. 방과 후에는 과외 선생님인 중국 대학생과 1시간 중국어를 배웠고 나머지 시간은 과외 선생과 함께 마트, 공원 등 사람이 많은 곳에 가서 그날 배운 단어를 사용하였습니다. 또한, 친구와의 교류방법도 바뀌었습니다. 학교에서 저는 중국 친구들에게 한국어를 알려주고, 중국 친구들은 저에게 중국어를 알려주는 Win & Win 방식의 교류를 하였습니다. 단어, 문장 단순 암기 방식보다는 중국인과의 대화를 통하여 공부하는 방식이 중국어와 친해지기에 더 효과적이었습니다. 대화를 통하여 어떤 상황에서 어떤 단어를 사용해야 하고, 어떤 단어가 가장 적합하며, 이런 단어들도 사용할 수 있다는 것을 쉽게 알 수 있으며 틀린 부분도 지적을 받을 수 있고 오답 노트를 만들며 집에서 복습하니 금방 중국 친구들과 잘 소통을 할 수 있었고, 중국어로 배우는 국어, 영어, 수학 등 많은 교과목을 잘 이수할 수 있었습니다. 부모님의 조언은 대학에서도 저에게 큰 도움이 되었습니다. 전공 공부를 하거나 프로젝트를 진행 할때도, 실습을 병행한 공부는 전공 개념을 더 쉽게 이해할 수 있었고, 프로젝트에서도 새로 배운 지식들을 잘 활용할 수 있었습니다. 항상 단순 암기보다는 실전을 통하여 도전하는것은 단순 공부뿐만 아니라 다양하고 독창적인 발상을 할 수 있었습니다. 코딩을 할때도 여러 방식의 접근을 통하여 비교를 하고 최적의 답을 찾기위해 노력하였습니다. 또한, 저는 어린 나이에 ""새로운 환경 적응은 처음 잠깐 힘들뿐이다."" 라는 생각도 하게 되었고, 저에 대한 자신감과 어떠한 새로운 환경에서도 적응하는 힘을 배우고 키웠습니다. 입사 후에도 적응을 잘하며 모든 선배, 동기들과 즐거운 회사생활을 만들 자신이 있습니다.                         1,314자2,240                    "
"[등 너머로 익힌 습관]폐렴 직전까지 아파도 배에 가스가 차도, 어머니께서는 학교에 꼭 가야한다며 업어서라도 학교까지 데려다주셨습니다. 이러한 어머니의 노력 덕분에 지각, 결석 없이 초, 중, 고등학교를 졸업할 수 있었고, 어느새 어떠한 약속이든 꼭 지키는 제가 되어있었습니다. 특히 4년간 같은 편의점에서 아르바이트를 하며 단 한 번의 결근도 없었기 때문에 매니저라는 직책도 맡을 수 있었습니다. 언제나 한결같았던 어머니의 등은 어디서나 착실하고 성실하게 주어진 일에 임하는 저를 만들었습니다.[남의 똥]편의점 아르바이트를 하던 하루는 손님이 이유 없이 화를 내며 가게 문을 나서는 것을 보았습니다. 곧 그 손님이 가게 안에 대변을 보았다는 것을 알게 되었고, 잠시 당황했으나 개의치 않고 바닥을 치웠습니다. 이외에도 맥주가 비싸다며 맥주 캔을 제게 던지던 아저씨, 매일 막걸리를 훔쳐가던 아주머니, 소방서에서 나왔다던 사기꾼 등 고객을 대하는 일은 만만치 않았지만 보다 더 고된 일도 견딜 수 있는 힘이 되었습니다. 또한 수많은 고객들과 소통하며 내성적이던 성격은 점차 외향적으로 변했고, 그 결과 20**년 3, 4월 *** 스마일 사원에 선정되기도 하였습니다. 다양하고 수많은 고객들과의 의사소통 경험은 보통 팀으로 업무가 진행되는 삼성전자 소프트웨어직에서도 굉장한 시너지효과를 낼 수 있을 것이라 생각합니다.[6개월의 기적]신입 아르바이트생으로 편의점에서 일하고 있던 어느 날, 점장님의 부재로 우연히 제 손에 맡겨진 발주용 기계는 점포의 발주방식을 완전히 바꿀 수 있었습니다. 주말 오후쯤 되면 김밥을 진열할 때, 우유를 정리할 때마다 뻥 뚫려있는 매장 진열대는 ‘발주방식을 바꾸면 어떨까’라는 생각이 들게 했습니다. 기존에 제품 바코드를 스캔하여 진행하던 발주는 모든 제품이 판매되거나 바코드가 없는 경우 따로 제품명을 검색해 발주해야 했습니다. 이런 발주방식은 창고부터 진열대까지 모든 제품의 재고를 확인한 후 진행되어야 해 손도 두 번가고 시간도 배로 드는 경우가 많았습니다. 특히 재고가 없는 물건이 아예 입고되지 않는 경우도 있었기 때문에 비효율적인 발주 방식이라 생각하였습니다. 제 손에 발주가 맡겨진 그날, 제품의 분류별 리스트를 쭉 따라가며 발주하는 방법으로 재고량이 0인 제품도 놓치지 않고 발주가 가능했고, 진열대와 발주 프로그램 내의 점포 재고량을 비교해가며 발주한 결과 발주 시간 또한 반으로 줄일 수 있었습니다. 이외에도 박스채로 아무렇게나 선반 위에 올려놓은 라면, 과자상자는 상자의 옆 부분을 잘라 선반에 올리자는 간단한 제안을 통해 점포의 재고파악과 제품정리가 훨씬 수월해질 수 있었습니다. 이후 발주는 제 몫이 되었고 확실하고 꼼꼼한 재고관리와 수불관리로 보통 1년 이상 걸리는 초기상품대금의 상환을 6개월 만에 마칠 수 있었습니다. 이런 이유로 본사로부터 정 직원 제안도 여러 번 받았을 만큼 점포에서도 본사에서도 꼭 필요한 인재였습니다. 삼성에서도 기적처럼 기업의 변화를 선도하는 꼭 필요한 인재가 되고 싶습니다.                         1,522자2,601                    "
