"name","pass","edit","pass_rate","edit_rate"
"노트",10,6,48.5874957014648,51.4125042985352
"노트북",3,2,45.9619207586082,54.0380792413918
"노하우",32,19,48.8491055817461,51.1508944182539
"노후",6,2,62.9779609910999,37.0220390089001
"녹색",1,2,22.0889894804604,77.9110105195396
"논",1,1,36.1850639839977,63.8149360160023
"논리",12,9,43.0537437388594,56.9462562611406
"논문",15,11,43.6055600492989,56.3944399507011
"놀림",7,1,79.876112781181,20.123887218819
"놀이",5,5,36.1850639839977,63.8149360160023
"농담",4,8,22.0889894804604,77.9110105195396
"농민",10,6,48.5874957014648,51.4125042985352
"농사",1,1,36.1850639839977,63.8149360160023
"농어촌",6,8,29.8380251071436,70.1619748928564
"농업",4,4,36.1850639839977,63.8149360160023
"농업인",7,2,66.4947785411554,33.5052214588446
"농촌",1,29,1.91778221250899,98.082217787491
"농협",15,23,26.9968017204022,73.0031982795978
"높임",1,1,36.1850639839977,63.8149360160023
"누군가",26,21,41.2469297160918,58.7530702839082
"누나",4,3,43.0537437388594,56.9462562611406
"누락",2,3,27.4321572011395,72.5678427988605
"눈",42,41,36.7433435356021,63.2566564643979
"눈높이",9,3,62.9779609910999,37.0220390089001
"눈동자",2,1,53.1410169741516,46.8589830258484
"눈물",3,8,17.5350721722237,82.4649278277763
"눈빛",2,1,53.1410169741516,46.8589830258484
"뉴스",8,11,29.1978443501985,70.8021556498015
"느낌",9,13,28.1898142412842,71.8101857587158
"능",2,1,53.1410169741516,46.8589830258484
"능동",26,5,74.6743282293154,25.3256717706846
"능력",307,246,41.4395304324647,58.5604695675353
"능률",16,6,60.1924040764047,39.8075959235953
"니",11,8,43.8097440144293,56.1902559855707
"니즈",45,8,76.1310930407007,23.8689069592993
"님",6,7,32.7064626184839,67.2935373815161
"다",5,6,32.0894868799385,67.9105131200615
"다국적",1,2,22.0889894804604,77.9110105195396
"다년간",5,1,73.9254436210558,26.0745563789442
"다다",1,1,36.1850639839977,63.8149360160023
"다람쥐",2,1,53.1410169741516,46.8589830258484
"다름",4,5,31.2064672128189,68.7935327871811
"다리",15,4,68.0139945066527,31.9860054933473
"다문화",2,5,18.4879519360287,81.5120480639712
"다방면",9,2,71.843998737101,28.156001262899
"다양",3,5,25.3853154449109,74.6146845550891
"다운",3,3,36.1850639839977,63.8149360160023
"다음날",3,2,45.9619207586082,54.0380792413918
"다음번",1,1,36.1850639839977,63.8149360160023
"다이어리",7,2,66.4947785411554,33.5052214588446
"다짐",7,5,44.2537853586495,55.7462146413505
"다큐멘터리",3,3,36.1850639839977,63.8149360160023
"다툼",6,2,62.9779609910999,37.0220390089001
"단",10,3,65.39917167604,34.60082832396
"단가",1,2,22.0889894804604,77.9110105195396
"단결",7,1,79.876112781181,20.123887218819
"단계",33,18,50.9697526345741,49.0302473654259
"단골",2,5,18.4879519360287,81.5120480639712
"단골손님",1,1,36.1850639839977,63.8149360160023
"단기",18,12,45.9619207586082,54.0380792413918
"단기간",7,7,36.1850639839977,63.8149360160023
"단백질",2,4,22.0889894804604,77.9110105195396
"단순",12,8,45.9619207586082,54.0380792413918
"단시간",1,3,15.8964478875207,84.1035521124793
"단어",22,30,29.3696987287756,70.6303012712244
"단위",13,3,71.0743185057138,28.9256814942862
"단일",2,1,53.1410169741516,46.8589830258484
"단적",1,2,22.0889894804604,77.9110105195396
"단점",118,114,36.985133103504,63.014866896496
"단체",21,17,41.1920508168451,58.8079491831549
"단추",3,1,62.9779609910999,37.0220390089001
"단축",3,2,45.9619207586082,54.0380792413918
"단편",2,2,36.1850639839977,63.8149360160023
"단합",5,7,28.8267541081542,71.1732458918458
"달",56,27,54.0454871763735,45.9545128236265
"달라",13,1,88.0545759615731,11.9454240384269
"달리기",2,3,27.4321572011395,72.5678427988605
"달성",58,15,68.6767907760144,31.3232092239857
"담당",49,26,51.6589640043083,48.3410359956917
"담당자",64,4,90.0719784168915,9.92802158310851
"담임선생",1,5,10.1855232934802,89.8144767065198
"답",10,4,58.6362908935067,41.3637091064933
"답변",15,2,80.9622968686214,19.0377031313786
"당사자",5,2,58.6362908935067,41.3637091064933
"당시",121,44,60.9273652695378,39.0726347304622
"당일",11,6,50.9697526345741,49.0302473654259
"당하",1,1,36.1850639839977,63.8149360160023
"당황",3,2,45.9619207586082,54.0380792413918
"대",9,6,45.9619207586082,54.0380792413918
"대가",7,1,79.876112781181,20.123887218819
"대감",10,5,53.1410169741516,46.8589830258484
"대구",6,6,36.1850639839977,63.8149360160023
"대내외",1,1,36.1850639839977,63.8149360160023
"대다수",12,1,87.1866744640948,12.8133255359051
"대답",1,2,22.0889894804604,77.9110105195396
"대로",6,4,45.9619207586082,54.0380792413918
"대륙",1,1,36.1850639839977,63.8149360160023
"대리",1,1,36.1850639839977,63.8149360160023
"대림산업",3,3,36.1850639839977,63.8149360160023
"대립",8,5,47.5684893827704,52.4315106172296
"대본",5,3,48.5874957014648,51.4125042985352
"대부분",31,36,32.8082036358936,67.1917963641064
"대비",21,4,74.8548758499069,25.1451241500931
"대사",1,2,22.0889894804604,77.9110105195396
"대상",110,15,80.613502340001,19.3864976599989
"대상자",17,2,82.8171778643389,17.1828221356611
"대상지",10,1,85.008199009827,14.991800990173
"대수",1,1,36.1850639839977,63.8149360160023
"대신",19,8,57.3869554556257,42.6130445443743
"대안",19,2,84.3426995536782,15.6573004463218
"대외",37,10,67.721273826029,32.278726173971
"대우",2,1,53.1410169741516,46.8589830258484
"대원",1,6,8.6345144920445,91.3654855079555
"대응",10,6,48.5874957014648,51.4125042985352
"대의",3,1,62.9779609910999,37.0220390089001
"대인",16,27,25.1507386411562,74.8492613588438
"대입",2,1,53.1410169741516,46.8589830258484
"대전",2,6,15.8964478875207,84.1035521124793
"대중",8,6,43.0537437388594,56.9462562611406
"대책",4,4,36.1850639839977,63.8149360160023
"대처",9,11,31.6909409427753,68.3090590572247
"대처법",1,1,36.1850639839977,63.8149360160023
"대체",6,1,77.2840212359008,22.7159787640992
"대출",3,3,36.1850639839977,63.8149360160023
"대통령",2,1,53.1410169741516,46.8589830258484
"대표",25,37,27.7001761381386,72.2998238618614
"대하",79,68,39.7138910163667,60.2861089836332
"대학",180,150,40.4916881292437,59.5083118707563
"대학교",160,96,48.5874957014648,51.4125042985352
"대학로",2,3,27.4321572011395,72.5678427988605
"대학생",40,22,50.7623451064559,49.2376548935441
"대학원",35,13,60.4214739449675,39.5785260550325
"대한민국",37,14,59.9773092573506,40.0226907426494
"대한적십자사",12,3,69.4014157985136,30.5985842014864
"대한통운",3,1,62.9779609910999,37.0220390089001
"대함",2,2,36.1850639839977,63.8149360160023
"대행",2,1,53.1410169741516,46.8589830258484
"대행업체",2,1,53.1410169741516,46.8589830258484
"대형",10,5,53.1410169741516,46.8589830258484
"대화",97,49,52.8855363093852,47.1144636906148
"대화법",1,2,22.0889894804604,77.9110105195396
"대회",96,83,39.6078152948371,60.3921847051629
"댄스",7,5,44.2537853586495,55.7462146413505
"덕",6,7,32.7064626184839,67.2935373815161
"덕목",10,6,48.5874957014648,51.4125042985352
"덕분",84,49,49.2914391253292,50.7085608746708
"데",108,60,50.5111279864478,49.4888720135522
"데이터",308,10,94.5842205974063,5.41577940259368
"데이터베이스",18,3,77.2840212359008,22.7159787640992
"도",21,20,37.3191198140487,62.6808801859513
"도구",12,3,69.4014157985136,30.5985842014864
"도덕",9,1,83.615371226333,16.384628773667
"도둑",6,1,77.2840212359008,22.7159787640992
"도로",19,5,68.3014538062118,31.6985461937882
"도료",1,1,36.1850639839977,63.8149360160023
"도면",52,19,60.8131282912426,39.1868717087574
"도모",2,3,27.4321572011395,72.5678427988605
"도서",11,7,47.1193009954217,52.8806990045783
"도서관",44,6,80.613502340001,19.3864976599989
"도시",30,19,47.2382529876952,52.7617470123048
"도약",3,3,36.1850639839977,63.8149360160023
"도우미",3,6,22.0889894804604,77.9110105195396
"도움",189,172,38.3885546562351,61.6114453437649
"도입",12,3,69.4014157985136,30.5985842014864
"도장",16,4,69.4014157985136,30.5985842014864
"도전",191,104,51.013403590892,48.986596409108
"도중",13,12,38.0530266460216,61.9469733539784
"도착",3,1,62.9779609910999,37.0220390089001
"도착지",1,1,36.1850639839977,63.8149360160023
"도형",2,1,53.1410169741516,46.8589830258484
"독",3,4,29.8380251071436,70.1619748928564
"독거노인",10,3,65.39917167604,34.60082832396
"독단",5,5,36.1850639839977,63.8149360160023
"독립",4,4,36.1850639839977,63.8149360160023
"독립심",5,4,41.479026876222,58.520973123778
"독서",3,8,17.5350721722237,82.4649278277763
"독선",5,1,73.9254436210558,26.0745563789442
"독일",2,2,36.1850639839977,63.8149360160023
"독자",10,1,85.008199009827,14.991800990173
"독창",4,4,36.1850639839977,63.8149360160023
"독학",5,4,41.479026876222,58.520973123778
"독해",1,2,22.0889894804604,77.9110105195396
"돈",47,56,32.2447890194961,67.7552109805039
"돌발",2,1,53.1410169741516,46.8589830258484
"돌파구",1,1,36.1850639839977,63.8149360160023
"동",2,4,22.0889894804604,77.9110105195396
"동경",1,4,12.4157517940883,87.5842482059117
"동기",117,45,59.5842233871694,40.4157766128306
"동남아",7,5,44.2537853586495,55.7462146413505
"동네",3,2,45.9619207586082,54.0380792413918
"동력",12,4,62.9779609910999,37.0220390089001
"동료",145,57,59.0574695123818,40.9425304876182
"동문",13,2,78.6584862382111,21.3415137617889
"동물",7,4,49.806874828228,50.193125171772
"동반",6,3,53.1410169741516,46.8589830258484
"동반자",1,5,10.1855232934802,89.8144767065198
"동부",6,1,77.2840212359008,22.7159787640992
"동상",1,4,12.4157517940883,87.5842482059117
"동생",6,20,14.5379041342322,85.4620958657677
"동선",9,5,50.5111279864478,49.4888720135522
"동시",68,35,52.4185812654003,47.5814187345997
"동아리",326,147,55.7031705169642,44.2968294830358
"동양",1,3,15.8964478875207,84.1035521124793
"동영상",49,5,84.7489053927285,15.2510946072715
"동일",1,1,36.1850639839977,63.8149360160023
"동작",11,3,67.5231319454403,32.4768680545597
"동행",1,1,36.1850639839977,63.8149360160023
"동향",8,9,33.5118669291705,66.4881330708295
"동호회",3,1,62.9779609910999,37.0220390089001
"돼지",5,12,19.1110647473237,80.8889352526763
"두",3,3,36.1850639839977,63.8149360160023
"두각",2,2,36.1850639839977,63.8149360160023
"두개",2,1,53.1410169741516,46.8589830258484
"두려움",22,20,38.4135727930278,61.5864272069722
"두마",1,1,36.1850639839977,63.8149360160023
"뒤",65,39,48.5874957014648,51.4125042985352
"드라마",5,1,73.9254436210558,26.0745563789442
"드라이버",3,1,62.9779609910999,37.0220390089001
"드릴",2,5,18.4879519360287,81.5120480639712
"득",5,1,73.9254436210558,26.0745563789442
"듣기",6,6,36.1850639839977,63.8149360160023
"등급",5,20,12.4157517940883,87.5842482059116
"등록",24,1,93.1547875549427,6.84521244505731
"등록금",6,7,32.7064626184839,67.2935373815161
"등반",5,2,58.6362908935067,41.3637091064933
"등산",8,5,47.5684893827704,52.4315106172296
"등장",5,2,58.6362908935067,41.3637091064933
"디딤돌",9,2,71.843998737101,28.156001262899
"디스",4,1,69.4014157985136,30.5985842014864
"디스플레이",16,1,90.0719784168915,9.92802158310851
"디자이너",12,14,32.7064626184839,67.2935373815161
"디자인",96,48,53.1410169741516,46.8589830258484
"디자인학",5,2,58.6362908935067,41.3637091064933
"디지털",32,2,90.0719784168915,9.92802158310851
"딥",5,2,58.6362908935067,41.3637091064933
"딸",2,9,11.190601292607,88.809398707393
"땀",2,10,10.1855232934802,89.8144767065198
"땅",2,5,18.4879519360287,81.5120480639712
"또래",3,10,14.5379041342322,85.4620958657677
"뜻",27,11,58.1905543816202,41.8094456183798
"라",4,5,31.2064672128189,68.7935327871811
"라디오",3,1,62.9779609910999,37.0220390089001
"라면",45,5,83.615371226333,16.384628773667
"라오스",14,3,72.5737799658047,27.4262200341952
"라우",1,2,22.0889894804604,77.9110105195396
"라이프",4,1,69.4014157985136,30.5985842014864
"라인",18,6,62.9779609910999,37.0220390089001
"라즈",7,2,66.4947785411554,33.5052214588446
"락",9,4,56.059800578297,43.940199421703
"란",2,1,53.1410169741516,46.8589830258484
"랜드",11,3,67.5231319454403,32.4768680545597
"량",25,7,66.9433690220121,33.0566309779879
"러",1,1,36.1850639839977,63.8149360160023
"러닝",11,3,67.5231319454403,32.4768680545597
"러시아",4,1,69.4014157985136,30.5985842014864
"럼",3,2,45.9619207586082,54.0380792413918
"레",8,1,81.9372323086836,18.0627676913164
"레드",8,3,60.1924040764047,39.8075959235953
"레스토랑",5,5,36.1850639839977,63.8149360160023
"레이아웃",3,1,62.9779609910999,37.0220390089001
"레크레이션",1,3,15.8964478875207,84.1035521124793
"례",1,1,36.1850639839977,63.8149360160023
"로고",3,2,45.9619207586082,54.0380792413918
"로드",2,3,27.4321572011395,72.5678427988605
"로봇",44,6,80.613502340001,19.3864976599989
"로직",7,2,66.4947785411554,33.5052214588446
"록",4,3,43.0537437388594,56.9462562611406
"롤",3,2,45.9619207586082,54.0380792413918
"롯데",36,5,80.3251277287506,19.6748722712494
"롯데리아",5,2,58.6362908935067,41.3637091064933
"루",1,3,15.8964478875207,84.1035521124793
"룸",6,1,77.2840212359008,22.7159787640992
"룸메이트",4,2,53.1410169741516,46.8589830258484
"리",40,25,47.5684893827704,52.4315106172296
"리더",64,30,54.7443060413732,45.2556939586268
"리더쉽",1,8,6.618760323873,93.381239676127
"리더십",21,31,27.7518222606945,72.2481777393055
"리뷰",1,1,36.1850639839977,63.8149360160023
"리사",4,4,36.1850639839977,63.8149360160023
"리서치",6,2,62.9779609910999,37.0220390089001
"리스",8,1,81.9372323086836,18.0627676913164
"리스크",29,6,73.2666862618718,26.7333137381282
"리스트",11,7,47.1193009954217,52.8806990045783
"리허설",1,2,22.0889894804604,77.9110105195396
"링",14,10,44.2537853586495,55.7462146413505
"마",5,12,19.1110647473237,80.8889352526763
"마감",21,3,79.876112781181,20.123887218819
"마감일",2,1,53.1410169741516,46.8589830258484
"마디",16,4,69.4014157985136,30.5985842014864
"마라톤",6,15,18.4879519360287,81.5120480639713
"마련",3,1,62.9779609910999,37.0220390089001
"마무리",10,35,13.9421418044972,86.0578581955028
"마법",1,1,36.1850639839977,63.8149360160023
"마비",2,2,36.1850639839977,63.8149360160023
"마을",1,5,10.1855232934802,89.8144767065198
"마음",180,209,32.8116059055578,67.1883940944422
"마음가짐",39,37,37.4093062850137,62.5906937149863
"마음속",8,10,31.2064672128189,68.7935327871811
"마이클",1,1,36.1850639839977,63.8149360160023
"마인드",38,39,35.5874298889096,64.4125701110904
"마지막",50,36,44.0573031285118,55.9426968714882
"마찬가지",5,4,41.479026876222,58.520973123778
"마찰",9,5,50.5111279864478,49.4888720135522
"마케터",13,2,78.6584862382111,21.3415137617889
"마케팅",166,42,69.1465019356562,30.8534980643438
"마케팅부",9,1,83.615371226333,16.384628773667
"마크",1,1,36.1850639839977,63.8149360160023
"마트",22,1,92.5786778117572,7.42132218824276
"막내",3,12,12.4157517940883,87.5842482059116
"막노동",1,4,12.4157517940883,87.5842482059117
"만",23,6,68.4902399832495,31.5097600167505
"만남",14,16,33.1618872510078,66.8381127489922
"만전",1,1,36.1850639839977,63.8149360160023
"만족",79,43,51.0225300030818,48.9774699969182
"만족감",9,7,42.164444747852,57.835555252148
"만족도",29,15,52.2960040207964,47.7039959792036
"만화",6,1,77.2840212359008,22.7159787640992
"말",106,156,27.8129737113383,72.1870262886617
"말레이시아",2,2,36.1850639839977,63.8149360160023
"말벗",1,1,36.1850639839977,63.8149360160023
"말솜씨",1,1,36.1850639839977,63.8149360160023
"말수",1,2,22.0889894804604,77.9110105195396
"말씀",75,50,45.9619207586082,54.0380792413918
"말자",3,2,45.9619207586082,54.0380792413918
"말투",3,3,36.1850639839977,63.8149360160023
"말하기",1,7,7.49344421123419,92.5065557887658
"말해",6,4,45.9619207586082,54.0380792413918
"맛",14,3,72.5737799658047,27.4262200341952
"망",7,1,79.876112781181,20.123887218819
"맞춤",16,10,47.5684893827704,52.4315106172296
"맡",4,2,53.1410169741516,46.8589830258484
"매경",1,8,6.618760323873,93.381239676127
"매너",2,2,36.1850639839977,63.8149360160023
"매년",1,1,36.1850639839977,63.8149360160023
"매뉴얼",16,5,64.4697110904008,35.5302889095993
"매니저",7,14,22.0889894804604,77.9110105195396
"매력",32,20,47.5684893827704,52.4315106172296
"매사",12,21,24.4723182901358,75.5276817098642
"매일",33,6,75.720329065837,24.279670934163
"매장",69,34,53.5043735731477,46.4956264268523
"매점",2,2,36.1850639839977,63.8149360160023
"매체",3,2,45.9619207586082,54.0380792413918
"매출",94,24,68.9525117058888,31.0474882941112
"매출액",3,1,62.9779609910999,37.0220390089001
"맨",4,2,53.1410169741516,46.8589830258484
"머리",12,11,38.2174331957323,61.7825668042677
"머릿속",5,7,28.8267541081542,71.1732458918458
"머신",6,1,77.2840212359008,22.7159787640992
"먼저",6,7,32.7064626184839,67.2935373815161
"먼지",4,2,53.1410169741516,46.8589830258484
"멀티",6,3,53.1410169741516,46.8589830258484
"멋",1,1,36.1850639839977,63.8149360160023
"메뉴",7,13,23.3906987492551,76.6093012507448
"메세지",3,1,62.9779609910999,37.0220390089001
"메시지",1,1,36.1850639839977,63.8149360160023
"메이커",4,7,24.4723182901358,75.5276817098642
"메인",4,1,69.4014157985136,30.5985842014864
"메일",8,3,60.1924040764047,39.8075959235953
"멘토",8,10,31.2064672128189,68.7935327871811
"멘토링",19,11,49.4800905677834,50.5199094322166
"멤버",4,3,43.0537437388594,56.9462562611406
"며칠",11,8,43.8097440144293,56.1902559855707
"면",29,24,40.6585516999177,59.3414483000823
"면담",3,3,36.1850639839977,63.8149360160023
"면모",2,2,36.1850639839977,63.8149360160023
"면접",8,11,29.1978443501985,70.8021556498015
"명",35,32,38.2788608913222,61.7211391086778
"명단",2,1,53.1410169741516,46.8589830258484
"명성",3,4,29.8380251071436,70.1619748928564
"명소",1,2,22.0889894804604,77.9110105195396
"명언",2,1,53.1410169741516,46.8589830258484
"명예",10,2,73.9254436210558,26.0745563789442
"명의",25,8,63.924608734377,36.075391265623
"명장",1,1,36.1850639839977,63.8149360160023
"명절",2,2,36.1850639839977,63.8149360160023
"명품",2,2,36.1850639839977,63.8149360160023
"명함",1,6,8.6345144920445,91.3654855079555
"모교",3,6,22.0889894804604,77.9110105195396
"모니터",1,1,36.1850639839977,63.8149360160023
"모니터링",3,4,29.8380251071436,70.1619748928564
"모델",46,7,78.8413769263276,21.1586230736724
"모델링",62,4,89.7844358951514,10.2155641048486
"모듈",11,5,55.5054999562338,44.4945000437662
"모범",7,9,30.6049185085708,69.3950814914292
"모습",185,149,41.3156598074933,58.6843401925067
"모양",8,1,81.9372323086836,18.0627676913164
"모의",20,6,65.39917167604,34.60082832396
"모임",46,18,59.168339147597,40.831660852403
"모집",14,3,72.5737799658047,27.4262200341952
"모토",1,1,36.1850639839977,63.8149360160023
"모티브",1,1,36.1850639839977,63.8149360160023
"모형",14,1,88.8123626268821,11.1876373731179
"목",13,8,47.9553154801163,52.0446845198837
"목소리",20,11,50.7623451064559,49.2376548935441
"목적",24,14,49.2914391253292,50.7085608746708
"목적지",2,2,36.1850639839977,63.8149360160023
"목표",551,189,62.3081174901801,37.6918825098199
"몫",2,6,15.8964478875207,84.1035521124793
"몰",13,1,88.0545759615731,11.9454240384269
"몰입",7,3,56.953568854455,43.046431145545
"몸",31,49,26.4020808295267,73.5979191704733
"몸매",1,1,36.1850639839977,63.8149360160023
"무",37,8,72.3949044182435,27.6050955817564
"무게",8,2,69.4014157985136,30.5985842014864
"무급",22,1,92.5786778117572,7.42132218824276
"무기",9,7,42.164444747852,57.835555252148
"무대",66,21,64.05590656917,35.94409343083
"무료",5,7,28.8267541081542,71.1732458918458
"무릎",4,1,69.4014157985136,30.5985842014864
"무리",6,3,53.1410169741516,46.8589830258484
"무선",7,8,33.1618872510078,66.8381127489922
"무역",6,3,53.1410169741516,46.8589830258484
"무한",1,5,10.1855232934802,89.8144767065198
"문",9,9,36.1850639839977,63.8149360160023
"문가",4,1,69.4014157985136,30.5985842014864
"문구",8,2,69.4014157985136,30.5985842014864
"문법",1,7,7.49344421123419,92.5065557887658
"문서",31,17,50.8357478339663,49.1642521660337
"문자",5,1,73.9254436210558,26.0745563789442
"문장",8,5,47.5684893827704,52.4315106172296
"문제",372,135,60.975398928608,39.024601071392
"문제점",84,37,56.2806024439184,43.7193975560816
"문제집",9,3,62.9779609910999,37.0220390089001
"문턱",1,2,22.0889894804604,77.9110105195396
"문학",9,1,83.615371226333,16.384628773667
"문항",4,2,53.1410169741516,46.8589830258484
"문화",97,107,33.9514460873822,66.0485539126178
"문화생활",2,2,36.1850639839977,63.8149360160023
"물",16,7,56.4473486653567,43.5526513346433
"물거품",2,1,53.1410169741516,46.8589830258484
"물건",15,17,33.3476282960045,66.6523717039955
"물량",1,1,36.1850639839977,63.8149360160023
"물류",65,16,69.7296664245804,30.2703335754196
"물리",8,6,43.0537437388594,56.9462562611406
"물성",9,1,83.615371226333,16.384628773667
"물음",3,3,36.1850639839977,63.8149360160023
"물질",23,7,65.0728564968808,34.9271435031192
"물체",7,1,79.876112781181,20.123887218819
"물품",14,7,53.1410169741516,46.8589830258484
"뭐",16,12,43.0537437388594,56.9462562611406
"미",12,11,38.2174331957323,61.7825668042677
"미국",14,38,17.2806001289286,82.7193998710714
"미디어",5,1,73.9254436210558,26.0745563789442
"미래",111,46,57.7751043671499,42.2248956328501
"미만",1,2,22.0889894804604,77.9110105195396
"미생물",2,1,53.1410169741516,46.8589830258484
"미세",3,2,45.9619207586082,54.0380792413918
"미션",11,4,60.9273652695378,39.0726347304622
"미소",2,26,4.17947932204176,95.8205206779582
"미술",1,20,2.75699131804399,97.243008681956
"미시",1,1,36.1850639839977,63.8149360160023
"미연",1,2,22.0889894804604,77.9110105195396
"미팅",7,5,44.2537853586495,55.7462146413505
"민간",4,3,43.0537437388594,56.9462562611406
"민원",3,5,25.3853154449109,74.6146845550891
"민원인",10,1,85.008199009827,14.991800990173
"믿음",16,27,25.1507386411562,74.8492613588438
"밀고",2,1,53.1410169741516,46.8589830258484
"밀러",1,3,15.8964478875207,84.1035521124793
"밀착",2,1,53.1410169741516,46.8589830258484
"밑거름",10,17,25.0120620213518,74.9879379786482
"밑바탕",4,3,43.0537437388594,56.9462562611406
"바",10,4,58.6362908935067,41.3637091064933
"바꾸기",11,2,75.720329065837,24.279670934163
"바닥",7,2,66.4947785411554,33.5052214588446
"바둑",1,3,15.8964478875207,84.1035521124793
"바람",6,3,53.1410169741516,46.8589830258484
"바른길",2,1,53.1410169741516,46.8589830258484
"바이러스",5,1,73.9254436210558,26.0745563789442
"바이어",4,1,69.4014157985136,30.5985842014864
"바이오",22,7,64.05590656917,35.94409343083
"바코드",2,1,53.1410169741516,46.8589830258484
"바퀴",20,2,85.008199009827,14.991800990173
"바탕",301,106,61.6880963772176,38.3119036227824
"박람회",20,9,55.7535726904855,44.2464273095145
"박수",3,4,29.8380251071436,70.1619748928564
"밖",11,11,36.1850639839977,63.8149360160023
"반",24,54,20.1286820333996,79.8713179666004
"반감",1,2,22.0889894804604,77.9110105195396
"반납",1,2,22.0889894804604,77.9110105195396
"반년",2,1,53.1410169741516,46.8589830258484
"반대",9,10,33.7892227736314,66.2107772263686
"반도체",87,4,92.4997731429259,7.50022685707414
"반면",27,14,52.2344782592937,47.7655217407063
"반복",19,5,68.3014538062118,31.6985461937882
"반성",3,2,45.9619207586082,54.0380792413918
"반영",1,1,36.1850639839977,63.8149360160023
"반영한",4,4,36.1850639839977,63.8149360160023
"반영해",4,1,69.4014157985136,30.5985842014864
"반응",20,7,61.833362413439,38.166637586561
"반장",9,10,33.7892227736314,66.2107772263686
"반쪽",3,1,62.9779609910999,37.0220390089001
"반찬",2,1,53.1410169741516,46.8589830258484
"발",25,31,31.3791618849764,68.6208381150236
"발걸음",1,2,22.0889894804604,77.9110105195396
"발급",2,1,53.1410169741516,46.8589830258484
"발령",4,3,43.0537437388594,56.9462562611406
"발로",11,11,36.1850639839977,63.8149360160023
"발명",21,1,92.2526603284145,7.74733967158547
"발목",7,3,56.953568854455,43.046431145545
"발상",5,5,36.1850639839977,63.8149360160023
"발생",24,9,60.1924040764047,39.8075959235953
"발언",1,5,10.1855232934802,89.8144767065198
"발음",7,6,39.8147429463002,60.1852570536998
"발전",265,124,54.7879696215006,45.2120303784994
"발전소",7,7,36.1850639839977,63.8149360160023
"발주",11,4,60.9273652695378,39.0726347304622
"발판",6,5,40.4916881292437,59.5083118707563
"발표",107,68,47.152591542827,52.847408457173
"발표자",1,6,8.6345144920445,91.3654855079555
"발표회",2,3,27.4321572011395,72.5678427988605
"발한",2,1,53.1410169741516,46.8589830258484
"발휘",5,4,41.479026876222,58.520973123778
"밤",21,11,51.9811205710546,48.0188794289454
"밥",9,14,26.7141612550435,73.2858387449565
"방",36,19,51.7927093690478,48.2072906309522
"방과",3,2,45.9619207586082,54.0380792413918
"방면",9,3,62.9779609910999,37.0220390089001
"방문",9,8,38.9465908783814,61.0534091216186
"방문객",1,2,22.0889894804604,77.9110105195396
"방법",280,126,55.7535726904855,44.2464273095145
"방산",6,1,77.2840212359008,22.7159787640992
"방송",9,10,33.7892227736314,66.2107772263686
"방송국",7,1,79.876112781181,20.123887218819
"방식",122,36,65.7722494319541,34.2277505680459
"방안",64,18,66.8447234258017,33.1552765741983
"방위",3,1,62.9779609910999,37.0220390089001
"방지",17,3,76.2649431018149,23.7350568981851
"방침",5,1,73.9254436210558,26.0745563789442
"방학",14,37,17.6651395344358,82.3348604655642
"방향",77,24,64.5292628657967,35.4707371342033
"배",26,15,49.5676483687049,50.4323516312951
"배가",1,1,36.1850639839977,63.8149360160023
"배경",8,3,60.1924040764047,39.8075959235953
"배관",5,4,41.479026876222,58.520973123778
"배낭여행",1,2,22.0889894804604,77.9110105195396
"배달",14,1,88.8123626268821,11.1876373731179
"배드민턴",2,1,53.1410169741516,46.8589830258484
"배려",29,32,33.9442209288065,66.0557790711935
"배부",1,4,12.4157517940883,87.5842482059117
"배분",3,1,62.9779609910999,37.0220390089001
"배송",5,2,58.6362908935067,41.3637091064933
"배식",2,4,22.0889894804604,77.9110105195396
"배양",7,1,79.876112781181,20.123887218819
"배우자",7,3,56.953568854455,43.046431145545
"배치",7,5,44.2537853586495,55.7462146413505
"배터리",2,1,53.1410169741516,46.8589830258484
"백",4,3,43.0537437388594,56.9462562611406
"백신",1,1,36.1850639839977,63.8149360160023
"백화점",6,20,14.5379041342322,85.4620958657677
"밴드",14,6,56.953568854455,43.046431145545
"뱅크",7,3,56.953568854455,43.046431145545
"버릇",2,11,9.34610753590042,90.6538924640996
"버린",5,2,58.6362908935067,41.3637091064933
"버릴",8,3,60.1924040764047,39.8075959235953
"버스",35,6,76.7856608242804,23.2143391757197
"버킷",2,2,36.1850639839977,63.8149360160023
"버튼",4,1,69.4014157985136,30.5985842014864
"버팀목",9,5,50.5111279864478,49.4888720135522
"번도",3,6,22.0889894804604,77.9110105195396
"번의",20,9,55.7535726904855,44.2464273095145
"번이",1,3,15.8964478875207,84.1035521124793
"번지",3,1,62.9779609910999,37.0220390089001
"번화가",2,1,53.1410169741516,46.8589830258484
"벌금",1,2,22.0889894804604,77.9110105195396
"벌레",3,1,62.9779609910999,37.0220390089001
"범",2,2,36.1850639839977,63.8149360160023
"범위",18,3,77.2840212359008,22.7159787640992
"법",28,13,54.9812789875938,45.0187210124062
"법규",2,1,53.1410169741516,46.8589830258484
"법인세",6,2,62.9779609910999,37.0220390089001
"법적",1,1,36.1850639839977,63.8149360160023
"법학",7,1,79.876112781181,20.123887218819
"베리",3,2,45.9619207586082,54.0380792413918
"베스트",15,1,89.4797405532491,10.5202594467509
"베이스",1,2,22.0889894804604,77.9110105195396
